"Species","Virus.name.abbreviations","Genome.coverage"
"Pepper cryptic virus 2","PCV2","Complete genome"
"Pepper cryptic virus 2","PCV2","Complete genome"
"Aspergillus ochraceous virus","AoV","Complete genome"
"Discula destructiva virus 1","DdV1","Complete genome"
"Discula destructiva virus 2","DdV2","Complete genome"
"Fusarium solani virus 1","FsV1","Complete genome"
"Gremmeniella abietina RNA virus MS1","GaRNAVMS1","Complete genome"
"Gremmeniella abietina RNA virus MS1","GaRNAVMS1","Complete genome"
"Ophiostoma partitivirus 1","OPV1","Complete genome"
"Penicillium stoloniferum virus F","PsV-F","Complete genome"
"Penicillium stoloniferum virus S","PsV-S","Complete genome"
"Penicillium stoloniferum virus S","PsV-S","Complete genome"
"Agaricus bisporus virus 4","AbV4","No entry in Genbank"
"Alfalfa cryptic virus 1","ACV1","No entry in Genbank"
"Carnation cryptic virus 1","CCV1","No entry in Genbank"
"Carrot temperate virus 1","CTV1","No entry in Genbank"
"Carrot temperate virus 2","CTV2","No entry in Genbank"
"Carrot temperate virus 3","CTV3","No entry in Genbank"
"Carrot temperate virus 4","CTV4","No entry in Genbank"
"Gaeumannomyces graminis virus 0196A","GgV","No entry in Genbank"
"Gaeumannomyces graminis virus T1A","GgV","No entry in Genbank"
"Hop trefoil cryptic virus 1","HTCV1","No entry in Genbank"
"Hop trefoil cryptic virus 3","HTCV3","No entry in Genbank"
"Radish yellow edge virus","RYEV","No entry in Genbank"
"Ryegrass cryptic virus","RCV","No entry in Genbank"
"Spinach temperate virus","STV","No entry in Genbank"
"White clover cryptic virus 3","WCCV3","No entry in Genbank"
"Orthopicobirnavirus beihaiense",NA,"Complete genome"
"Orthopicobirnavirus equi",NA,"Complete genome"
"Orthopicobirnavirus hominis","HPBV","Complete genome"
"Orthopicobirnavirus hominis","HPBV","Partial genome"
"Orthopicobirnavirus hominis","HPBV","Partial genome"
"Aplysia abyssovirus 1","AAbV","Complete genome"
"Muarterivirus afrigant","OSV-1","Complete genome"
"Alphaarterivirus equid","EAV","Complete genome"
"Lambdaarterivirus afriporav","APRAV","Complete genome"
"Deltaarterivirus hemfev","SHFV","Complete genome"
"Epsilonarterivirus hemcep","SHEV","Complete genome"
"Epsilonarterivirus safriver","FSVV","Complete genome"
"Epsilonarterivirus zamalb","ZMbV-1","Complete coding genome"
"Etaarterivirus ugarco 1","KRCV-2","Complete coding genome"
"Iotaarterivirus debrazmo","DeBMAV","Complete genome"
"Iotaarterivirus kibreg 1","KRTGV-1","Complete coding genome"
"Iotaarterivirus pejah","PBJV","Complete genome"
"Thetaarterivirus kafuba","KKCBV","Complete genome"
"Thetaarterivirus mikelba 1","MYBV-1","Complete genome"
"Zetaarterivirus ugarco 1","KRCV-1","Complete coding genome"
"Betaarterivirus suid 2","PRRSV-2","Complete genome"
"Betaarterivirus chinrav 1","RtMrufAV","Complete genome"
"Betaarterivirus ninrav","RtClonAV","Complete coding genome"
"Betaarterivirus sheoin","RtEiAV","Complete genome"
"Betaarterivirus suid 1","PRRSV-1","Complete genome"
"Betaarterivirus timiclar","RtMcAV","Complete genome"
"Gammaarterivirus lacdeh","LDV","Complete genome"
"Nuarterivirus guemel","RtClanAV","Complete genome"
"Kappaarterivirus wobum","WPDV","Complete genome"
"Sicregavirus nixi","TSHSV-NX1","Complete genome"
"Chinturpovirus 1","CBHPTAV","Complete coding genome"
"Ptyasnivirus 1","GGGSAV","Complete coding genome"
"Oligodon snake nidovirus 1","HOFAV","Complete coding genome"
"Microhyla letovirus 1","MLeV","Partial genome"
"Alphacoronavirus AMALF","BtCoV-AMA-L-F","Complete genome"
"Bat coronavirus CDPHE15","BtCoV CDPHE15","Complete genome"
"Alphacoronavirus CHB25","HipPBCoV-CHB25","Complete genome"
"Alphacoronavirus WA3607","ACoV-WA3607","Complete genome"
"Bat coronavirus HKU10","BtCoV HKU10","Complete genome"
"Rhinolophus ferrumequinum alphacoronavirus HuB-2013","BtRf-AlphaCoV","Complete genome"
"Human coronavirus 229E","HCoV_229E","Complete genome"
"Lucheng Rn rat coronavirus","LRNV","Complete genome"
"Mink coronavirus 1","MCoV","Complete genome"
"Miniopterus bat coronavirus 1","Mi-BatCoV_1A","Complete genome"
"Miniopterus bat coronavirus HKU8","Mi-BatCoV_HKU8","Complete genome"
"Myotis ricketti alphacoronavirus Sax-2011","BtMr-AlphaCoV","Complete genome"
"Alphacoronavirus HKU33","TyBCoV-HKU33","Complete genome"
"Alphacoronavirus WA2028","ACoV-WA2028","Complete genome"
"Nyctalus velutinus alphacoronavirus SC-2013","BtNv-AlphaCoV","Complete genome"
"Pipistrellus kuhlii coronavirus 3398","PK-BatCoV","Complete genome"
"Alphacoronavirus BT020","BtCoV/020_16/M.dau/FIN/2016","Complete coding genome"
"Alphacoronavirus WA1087","ACoV-WA1087","Complete genome"
"Porcine epidemic diarrhea virus","PEDV","Complete genome"
"Scotophilus bat coronavirus 512","Sc-BatCoV_512","Complete genome"
"Rhinolophus bat coronavirus HKU2","Rh-BatCoV_HKU2","Complete genome"
"Human coronavirus NL63","HCoV_NL63","Complete genome"
"NL63-related bat coronavirus strain BtKYNL63-9b","BtKYNL63","Complete genome"
"Sorex araneus coronavirus T14","Sa-CoV_T14","Complete genome"
"Suncus murinus coronavirus X74","Sm-CoV_X74","Complete coding genome"
"Alphacoronavirus 1","TGEV","Complete genome"
"Betacoronavirus 1","HCoV_OC43","Complete genome"
"China Rattus coronavirus HKU24","ChRCoV_HKU24","Complete genome"
"Human coronavirus HKU1","HCoV_HKU1","Complete genome"
"Murine coronavirus","MHV","Complete genome"
"Myodes coronavirus 2JL14","MrufCoV_2JL14","Complete genome"
"Bat Hp-betacoronavirus Zhejiang2013","Bat_Hp-BetaCoV","Complete genome"
"Hedgehog coronavirus 1","EriCoV","Complete genome"
"Middle East respiratory syndrome-related coronavirus","MERS-CoV","Complete genome"
"Pipistrellus bat coronavirus HKU5","Pi-BatCoV_HKU5","Complete genome"
"Tylonycteris bat coronavirus HKU4","Ty-BatCoV-HKU4","Complete genome"
"Eidolon bat coronavirus C704","Ei-BatCoV_C704","Complete genome"
"Rousettus bat coronavirus GCCDC1","Ro-BatCoV_GCCDC1","Complete genome"
"Rousettus bat coronavirus HKU9","Ro-BatCoV_HKU9","Complete genome"
"Severe acute respiratory syndrome-related coronavirus","SARS-CoV","Complete genome"
"Severe acute respiratory syndrome-related coronavirus","SARSr-CoV","Complete genome"
"Severe acute respiratory syndrome-related coronavirus","SARS-CoV-2","Complete genome"
"Severe acute respiratory syndrome-related coronavirus","SARS-CoV","Complete genome"
"Wigeon coronavirus HKU20","WiCoV_HKU20","Complete genome"
"Bulbul coronavirus HKU11","BulCV_HKU11","Complete genome"
"Common moorhen coronavirus HKU21","CMCoV_HKU21","Complete genome"
"Coronavirus HKU15","PoCoV_HKU15","Complete genome"
"Munia coronavirus HKU13","MunCV_HKU13","Complete genome"
"White-eye coronavirus HKU16","WECoV_HKU16","Complete genome"
"Night heron coronavirus HKU19","NHCoV_HKU19","Complete genome"
"Goose coronavirus CB17","BcanCoV_CB17","Complete genome"
"Beluga whale coronavirus SW1","BWCoV","Complete genome"
"Avian coronavirus","IBV","Complete genome"
"Avian coronavirus 9203","ACoV_9203","Complete genome"
"Duck coronavirus 2714","DuCoV_2714","Complete genome"
"Alphapironavirus bona","PsNV","Complete genome"
"Botrylloides leachii nidovirus","BlNV","Complete genome"
"Turrinivirus 1","TurrNV","Partial genome"
"Alphamesonivirus 4","CASV","Complete genome"
"Alphamesonivirus 8","NseV","Complete genome"
"Alphamesonivirus 5","HanaV","Complete genome"
"Alphamesonivirus 7","KADV","Complete genome"
"Alphamesonivirus 2","KSaV","Complete genome"
"Alphamesonivirus 3","DKNV","Complete genome"
"Alphamesonivirus 9","MenoV","Complete genome"
"Alphamesonivirus 1","NDV","Complete genome"
"Alphamesonivirus 10","DiankeV","Complete genome"
"Alphamesonivirus 6","OFAV","Complete genome"
"Alphamesonivirus 11","YiV-HB-MLV","Complete genome"
"Insemevirus tami","InsMV-1","Complete coding genome"
"Tocinivirus aphisi","ACMV","Complete coding genome"
"Tofonivirus foami","FOaMV-1","Complete coding genome"
"Planidovirus 1","PSCNV","Complete genome"
"Nangarvirus 1","NGSAV","Complete coding genome"
"Halfbeak nidovirus 1","WJHAV","Complete coding genome"
"Charybnivirus 1","CharNV","Complete coding genome"
"Decronivirus 1","DecNV","Partial genome"
"Paguronivirus 1","PagRV","Partial genome"
"Nimanivirus lahi","MrGV","Complete genome"
"Gill-associated virus","GAV","Complete genome"
"Okavirus 1","YHV-8","Complete genome"
"Yellow head virus","YHV","Complete genome"
"White bream virus","WBV","Complete genome"
"Fathead minnow nidovirus 1","FHMNV","Complete genome"
"Chinook salmon nidovirus 1","CSV","Complete genome"
"Bovine nidovirus 1","BoNV","Complete genome"
"Hebius tobanivirus 1","HpoToV_33749","Complete coding genome"
"Infratovirus latu","SerTV-25","Complete coding genome"
"Infratovirus 1","INTOV","Complete coding genome"
"Lyctovirus alpa","VCSTV-A","Complete genome"
"Lycodon tobanivirus 1","GRBSToV","Complete coding genome"
"Ball python nidovirus 1","BPNV","Complete genome"
"Morelia tobanivirus 1","MVNV","Complete genome"
"Pregotovirus heba","MoVNV-BH171/14-7","Complete genome"
"Berisnavirus 1","BRV","Complete genome"
"Shingleback nidovirus 1","ShNV","Partial genome"
"Sectovirus 1","SECTOV","Partial genome"
"Septovirus foka","SerTV-K48","Complete coding genome"
"Sertovirus cona","SerTV-C18","Complete coding genome"
"Vebetovirus paba","VCSTV-B","Complete genome"
"Torovirus banli","BaToV-Hrufipes2018","Complete coding genome"
"Bovine torovirus","BRV","Complete genome"
"Equine torovirus","EToV","Partial genome"
"Porcine torovirus","PoTV","Complete genome"
"Bavaria virus","CCV","Complete genome"
"European brown hare syndrome virus","EBHSV","Complete genome"
"Rabbit hemorrhagic disease virus","RHDV","Complete genome"
"Minovirus A","FMCV","Complete genome"
"Nacovirus A","TCV","Complete genome"
"Newbury 1 virus","N1V","Complete genome"
"Newbury 1 virus","NBV","Complete genome"
"Norwalk virus","NV","Complete genome"
"Norwalk virus","LV","Complete genome"
"Norwalk virus","MV","Complete genome"
"Norwalk virus","JV","Complete genome"
"Norwalk virus","AV","Partial genome"
"Norwalk virus","MNV1","Complete genome"
"Norwalk virus","VV","Partial genome"
"Norwalk virus","CaV","Complete genome"
"Norwalk virus","ChV","Partial genome"
"Norwalk virus","SaV","Complete genome"
"Norwalk virus","BtRsV","Partial genome"
"Recovirus A","TV","Complete genome"
"Nordland virus","ASCV","Complete genome"
"Sapporo virus","SV","Complete genome"
"Sapporo virus","MV","Complete genome"
"Sapporo virus","BV","Complete genome"
"Sapporo virus","CIV","Complete genome"
"Sapporo virus","EV","Complete genome"
"Sapporo virus","NKV","Complete genome"
"Saint Valerien virus","SVCV","Complete genome"
"Feline calicivirus","FCV","Complete genome"
"Vesicular exanthema of swine virus","VESV","Complete genome"
"Acute bee paralysis virus","ABPV","Complete genome"
"Israeli acute paralysis virus","IAPV","Complete genome"
"Kashmir bee virus","KBV","Complete genome"
"Mud crab virus","MCV","Complete genome"
"Solenopsis invicta virus 1","SINV1","Complete genome"
"Taura syndrome virus","TSV","Complete genome"
"Aphid lethal paralysis virus","ALPV","Complete genome"
"Cricket paralysis virus","CrPV","Complete genome"
"Drosophila C virus","DCV","Complete genome"
"Rhopalosiphum padi virus","RhPV","Complete genome"
"Black queen cell virus","BQCV","Complete genome"
"Himetobi P virus","HiPV","Complete genome"
"Homalodisca coagulata virus 1","HoCV1","Complete genome"
"Plautia stali intestine virus","PSIV","Complete genome"
"Triatoma virus","TrV","Complete genome"
"Acheta domesticus iflavirus","AdIV","Complete genome"
"Antheraea pernyi iflavirus","LnApIV","Complete genome"
"Brevicoryne brassicae virus","BBV","Complete genome"
"Deformed wing virus","DWV","Complete genome"
"Dinocampus coccinellae paralysis virus","DcPV","Complete genome"
"Ectropis obliqua virus","EoV","Complete genome"
"Infectious flacherie virus","IFV","Complete genome"
"Lygus lineolaris virus 1","LyLV1","Complete genome"
"Lymantria dispar iflavirus 1","LdIV1","Complete genome"
"Nilaparvata lugens honeydew virus 1","NLHV1","Complete genome"
"Perina nuda virus","PnV","Complete genome"
"Sacbrood virus","SBV","Complete genome"
"Slow bee paralysis virus","SBPV","Complete genome"
"Spodoptera exigua iflavirus 1","SEIV1","Complete genome"
"Spodoptera exigua iflavirus 2","SEIV2","Complete genome"
"Varroa destructor iflavirus 1","VDI 1","Complete genome"
"Chaetoceros socialis forma radians RNA virus 1","CsfrRNAV01","Complete genome"
"Chaetoceros tenuissimus RNA virus 01","CtenRNAV01","Complete genome"
"Rhizosolenia setigera RNA virus 01","RsRNAV01","Complete genome"
"Astarnavirus","AglaRNAV","Complete genome"
"Aurantiochytrium single-stranded RNA virus 01","ASSRNAV01","Complete genome"
"Jericarnavirus B","JP-B","Complete genome"
"Sanfarnavirus 1","SF-1","Complete coding genome"
"Sanfarnavirus 2","SF-2","Complete coding genome"
"Sanfarnavirus 3","SF-3","Complete coding genome"
"Heterosigma akashiwo RNA virus","HaRNAV","Complete genome"
"Britarnavirus 1","BC-1","Partial genome"
"Britarnavirus 4","BC-4","Complete coding genome"
"Palmarnavirus 128","PAL128","Complete coding genome"
"Palmarnavirus 473","PAL473","Complete coding genome"
"Britarnavirus 2","BC-2","Complete coding genome"
"Britarnavirus 3","BC-3","Partial genome"
"Chaetarnavirus 2","CspRNAV2","Complete coding genome"
"Chaetenuissarnavirus II","CtenRNAVII","Complete coding genome"
"Jericarnavirus A","JP-A","Complete genome"
"Palmarnavirus 156","PAL156","Complete coding genome"
"Ailurivirus A","AilV-A1","Complete genome"
"Bovine rhinitis A virus","BRAV-1","Complete coding genome"
"Bovine rhinitis A virus","BRAV-2","Complete coding genome"
"Bovine rhinitis B virus","BRBV-1","Complete genome"
"Bovine rhinitis B virus","BRBV-2","Complete genome"
"Bovine rhinitis B virus","BRBV-3","Complete genome"
"Bovine rhinitis B virus","BRBV-4","Complete genome"
"Bovine rhinitis B virus","BRBV-5","Complete genome"
"Equine rhinitis A virus","ERAV","Complete genome"
"Foot-and-mouth disease virus","FMDV-O","Complete genome"
"Foot-and-mouth disease virus","FMDV-A","Complete genome"
"Foot-and-mouth disease virus","FMDV-C","Complete genome"
"Foot-and-mouth disease virus","FMDV-Asia1","Complete genome"
"Foot-and-mouth disease virus","FMDV-SAT1","Complete genome"
"Foot-and-mouth disease virus","FMDV-SAT2","Complete genome"
"Foot-and-mouth disease virus","FMDV-SAT3","Complete genome"
"Bopivirus A","BoPV","Complete coding genome"
"Cardiovirus A","EMCV-1","Complete genome"
"Cardiovirus A","EMCV-2","Complete genome"
"Cardiovirus B","CaV-B1; TMEV","Complete genome"
"Cardiovirus B","CaV-B1; TMEV","Complete genome"
"Cardiovirus B","CaV-B1; TMEV","Complete genome"
"Cardiovirus B","CaV-B2; VHEV","Partial genome"
"Cardiovirus B","CaV-B3","Complete genome"
"Cardiovirus B","TRV","Complete genome"
"Cardiovirus B","CaV-B5","Complete genome"
"Cardiovirus C","CaV-C1; BCV-1","Complete coding genome"
"Cardiovirus C","CaV-C2; BCV-2","Partial genome"
"Cardiovirus C","CaV-C3","Complete genome"
"Cardiovirus D","SAFV-1","Complete genome"
"Cardiovirus D","SAFV-2","Complete genome"
"Cardiovirus D","SAFV-3","Complete genome"
"Cardiovirus D","SAFV-4","Complete genome"
"Cardiovirus D","SAFV-5","Complete genome"
"Cardiovirus D","SAFV-6","Complete genome"
"Cardiovirus D","SAFV-7","Complete genome"
"Cardiovirus D","SAFV-8","Complete genome"
"Cardiovirus D","SAFV-9","Complete genome"
"Cardiovirus D","SAFV-10","Complete genome"
"Cardiovirus D","SAFV-11","Complete genome"
"Cardiovirus E","CaV-E1","Complete genome"
"Cardiovirus F","CaV-F1","Complete genome"
"Cosavirus A","CoSV-A1","Complete genome"
"Cosavirus A","CoSV-A2","Complete coding genome"
"Cosavirus A","CoSV-A3","Partial genome"
"Cosavirus A","CoSV-A4","Partial genome"
"Cosavirus A","CoSV-A5","Partial genome"
"Cosavirus A","CoSV-A6","Partial genome"
"Cosavirus A","CoSV-A7","Partial genome"
"Cosavirus A","CoSV-A8","Partial genome"
"Cosavirus A","CoSV-A9","Partial genome"
"Cosavirus A","CoSV-A10","Partial genome"
"Cosavirus A","CoSV-A11","Partial genome"
"Cosavirus A","CoSV-A12","Partial genome"
"Cosavirus A","CoSV-A13","Partial genome"
"Cosavirus A","CoSV-A14","Partial genome"
"Cosavirus A","CoSV-A15","Partial genome"
"Cosavirus A","CoSV-A16","Partial genome"
"Cosavirus A","CoSV-A17","Partial genome"
"Cosavirus A","CoSV-A18","Partial genome"
"Cosavirus A","CoSV-A19","Complete coding genome"
"Cosavirus A","CoSV-A20","Complete coding genome"
"Cosavirus A","CoSV-A21","Partial genome"
"Cosavirus A","CoSV-A22","Partial genome"
"Cosavirus A","CoSV-A23","Partial genome"
"Cosavirus A","CoSV-A24","Partial genome"
"Cosavirus B","CoSV-B","Complete genome"
"Cosavirus D","CoSV-D1","Complete genome"
"Cosavirus D","CoSV-D2","Partial genome"
"Cosavirus D","CoSV-D3","Partial genome"
"Cosavirus D","CoSV-D4","Partial genome"
"Cosavirus D","CoSV-D5","Partial genome"
"Cosavirus E","CoSV-E","Complete genome"
"Cosavirus F","CoSV-F","Complete genome"
"Erbovirus A","ERBV-1","Complete genome"
"Erbovirus A","ERBV-2","Complete genome"
"Erbovirus A","ERBV-3","Partial genome"
"Hunnivirus A","HuV-A1","Complete genome"
"Hunnivirus A","HuV-A2","Complete genome"
"Hunnivirus A","HuV-A4","Complete genome"
"Hunnivirus A","HuV-A5","Partial genome"
"Hunnivirus A","HuV-A6","Complete genome"
"Hunnivirus A","HuV-A7","Complete genome"
"Hunnivirus A","HuV-A8","Complete genome"
"Hunnivirus A","HuV-A9","Complete genome"
"Malagasivirus A","MalV-A1","Complete genome"
"Malagasivirus B","MalV-B1","Complete genome"
"Marsupivirus A","MaV-A1","Complete genome"
"Mischivirus A","MiV-A1","Complete genome"
